Ensembl_ID	start	end	gene_name	chromosome
ENSG00000232944	56408699	56409210	AC092423.1	7
ENSG00000253500	87540835	87755718	AF121898.1	8
ENSG00000237268	56421857	56448375	AC092447.7	7
ENSG00000258586	73822559	73830135	LINC02274	14
ENSG00000270576	73840520	73840609	AC005520.4	14
ENSG00000278205	56462536	56467771	AC092447.10	7
ENSG00000253401	87575598	87576508	VTA1P2	8
ENSG00000225488	56477588	56484386	AC092447.4	7
ENSG00000251563	87598462	87601634	IARS2P1	8
ENSG00000254376	87788562	87789688	SOX5P1	8
ENSG00000172650	73674287	73697881	AGAP5	10
ENSG00000273978	87867601	87868607	AC005066.1	8
ENSG00000176566	87870747	87874015	DCAF4L2	8
ENSG00000138668	82352498	82374503	HNRNPD	4
ENSG00000239701	7032108	7032398	AC006512.1	12
ENSG00000226485	56490682	56491635	RBM22P3	7
ENSG00000253171	87974165	88019113	AC037450.1	8
ENSG00000257078	7041156	7041641	AC006512.2	12
ENSG00000261275	56493124	56497285	AC092447.8	7
ENSG00000231504	56502284	56503044	NMD3P2	7
ENSG00000242288	73674295	73730466	BMS1P4-AGAP5	10
ENSG00000223740	56525428	56526113	AC092447.3	7
ENSG00000175854	128275379	128316123	SWI5	9
ENSG00000271816	73699151	73730487	BMS1P4	10
ENSG00000233288	56528253	56538676	AC092447.5	7
ENSG00000272140	73703735	73713581	AC022400.4	10
ENSG00000252072	73706490	73706613	RNA5SP320	10
ENSG00000224947	56559221	56559958	VN1R25P	7
ENSG00000242338	73715843	73730469	BMS1P4	10
ENSG00000213650	56567906	56568858	AC092447.2	7
ENSG00000234716	56577848	56578866	AC092447.6	7
ENSG00000250959	73730562	73737311	GLUD1P3	10
ENSG00000213067	56597379	56598342	AC092447.1	7
ENSG00000159403	7080214	7092540	C1R	12
ENSG00000235316	73731824	73733638	DUSP8P5	10
ENSG00000271047	56603410	56603553	AC092447.9	7
ENSG00000272677	82374301	82384027	AC124016.1	4
ENSG00000270808	73740538	73740823	AC022400.3	10
ENSG00000287019	56615084	56617957	AC095038.5	7
ENSG00000279088	73742995	73744230	AC022400.6	10
ENSG00000250325	82401578	82402456	IGBP1P4	4
ENSG00000142459	7830233	7864976	EVI5L	19
ENSG00000229909	56631739	56632727	TRIM60P16	7
ENSG00000202440	82402638	82402706	SNORD42	4
ENSG00000228303	56638943	56650696	AC095038.1	7
ENSG00000167112	128305159	128322447	TRUB2	9
ENSG00000286477	56659149	56675086	AC095038.4	7
ENSG00000156103	88032011	88328025	MMP16	8
ENSG00000277174	56685036	56687366	AC095038.2	7
ENSG00000282879	56736396	56736590	AC095038.3	7
ENSG00000277253	56805336	56808148	CICP28	7
ENSG00000272696	128316337	128316909	AL359091.3	9
ENSG00000140043	73851844	73886827	PTGR2	14
ENSG00000279072	56809214	56848800	AC118758.2	7
ENSG00000167113	128322544	128334072	COQ4	9
ENSG00000253553	88326836	88887573	AC090578.1	8
ENSG00000183248	7868719	7874390	PRR36	19
ENSG00000233437	56875385	56882146	AC118758.1	7
ENSG00000225244	56940341	56944353	AC069152.1	7
ENSG00000264426	56955785	56955864	MIR4283-1	7
ENSG00000174442	66504959	66550130	ZWILCH	15
ENSG00000189166	56991888	57009149	TNRC18P3	7
ENSG00000251904	88396437	88396547	RNA5SP272	8
ENSG00000268120	7870561	7871296	AC010336.3	19
ENSG00000250962	88485110	88486094	AC090568.1	8
ENSG00000214668	57014285	57020273	SLC29A4P1	7
ENSG00000269153	7879445	7880120	LYPLA2P2	19
ENSG00000271156	88808318	88808908	AC090578.2	8
ENSG00000285674	7886977	7887096	5S_rRNA	19
ENSG00000286984	88809949	88813144	AC090578.3	8
ENSG00000229508	57060590	57061301	PHKG1P4	7
ENSG00000258653	73851971	73932278	AC005520.1	14
ENSG00000253621	89243401	89243793	RPSAP74	8
ENSG00000223300	73858061	73858165	Y_RNA	14
ENSG00000275061	57067950	57074664	AC122133.1	7
ENSG00000273711	73873689	73885555	AC005520.5	14
ENSG00000248231	89412621	89415071	KRT8P4	8
ENSG00000171017	7888505	7902021	LRRC8E	19
ENSG00000185177	57119614	57139864	ZNF479	7
ENSG00000251136	89585872	89757812	AF117829.1	8
ENSG00000286436	57140112	57153836	AC099654.11	7
ENSG00000235095	57147986	57150347	AC099654.2	7
ENSG00000214248	7898804	7903542	AC010336.1	19
ENSG00000283431	57163168	57166024	AC099654.5	7
ENSG00000284474	57167039	57167245	AC099654.8	7
ENSG00000283547	57167200	57167880	MTATP6P8	7
ENSG00000231537	57167880	57168651	MTCO3P10	7
ENSG00000283230	57168725	57169074	AC099654.4	7
ENSG00000283481	57169143	57169412	MTND4LP32	7
ENSG00000225295	57169406	57170771	MTND4P4	7
ENSG00000133392	15703135	15857028	MYH11	16
ENSG00000228440	57170974	57172771	MTND5P6	7
ENSG00000283311	57172772	57173283	MTND6P29	7
ENSG00000224880	57173357	57174362	MTCYBP29	7
ENSG00000255152	31740020	31764851	MSH5-SAPCD1	6
ENSG00000249405	50858760	50860020	AC022441.1	5
ENSG00000270830	50903608	50903743	AC022441.3	5
ENSG00000224723	57177409	57180052	GUSBP10	7
ENSG00000251601	50929484	50934521	AC022441.2	5
ENSG00000230764	57185788	57186202	MTND1P4	7
ENSG00000250360	50965687	50967008	AC008808.2	5
ENSG00000251573	50969217	50970167	LINC02106	5
ENSG00000237309	57186412	57187441	MTND2P6	7
ENSG00000085224	77504880	77786233	ATRX	X
ENSG00000248918	50969660	50970187	AC008808.1	5
ENSG00000236692	57187892	57189437	MTCO1P10	7
ENSG00000188501	66547179	66565979	LCTL	15
ENSG00000176986	73744372	73772161	SEC24C	10
ENSG00000207060	51055353	51055459	RNU6-480P	5
ENSG00000252743	31756951	31757053	RNU6-850P	6
ENSG00000284291	57189578	57190226	MTCO2P10	7
ENSG00000278734	51101172	51101643	AC091834.1	5
ENSG00000284098	57190300	57190460	AC099654.6	7
ENSG00000206606	51167541	51167647	RNU6-1296P	5
ENSG00000240627	51275253	51275734	AC026798.1	5
ENSG00000283626	57190461	57191138	MTATP6P10	7
ENSG00000259663	51372736	51383332	AC010478.1	5
ENSG00000228851	57191141	57191927	MTCO3P4	7
ENSG00000284558	57191997	57192337	AC099654.9	7
ENSG00000228727	31762996	31764851	SAPCD1	6
ENSG00000284221	57192405	57192698	AC099654.7	7
ENSG00000227584	57192695	57194068	MTND4P5	7
ENSG00000167114	128340527	128361470	SLC27A4	9
ENSG00000230531	57194257	57196054	MTND5P7	7
ENSG00000235663	31764310	31765588	SAPCD1-AS1	6
ENSG00000284572	57196056	57196564	AC099654.10	7
ENSG00000234671	57196638	57197772	MTCYBP5	7
ENSG00000223551	128342153	128342770	TMSB4XP4	9
ENSG00000279689	73769264	73772862	AC022400.7	10
ENSG00000259471	66582190	66685794	LINC01169	15
ENSG00000169325	57200825	57203597	GUSBP12	7
ENSG00000167118	128371361	128392016	URM1	9
ENSG00000196968	73772276	73780251	FUT11	10
ENSG00000234089	57209865	57222897	AC099654.1	7
ENSG00000204396	31765590	31777328	VWA7	6
ENSG00000238431	57227001	57227066	RNU7-157P	7
ENSG00000287517	57242681	57245931	AC099654.12	7
ENSG00000152795	82422564	82430408	HNRNPDL	4
ENSG00000104312	89757806	89791064	RIPK2	8
ENSG00000172586	73782047	73783652	CHCHD1	10
ENSG00000274299	57270839	57275197	AC099654.3	7
ENSG00000076984	7903843	7914478	MAP2K7	19
ENSG00000280225	57402181	57404717	AC237221.2	7
ENSG00000016082	51383448	51394730	ISL1	5
ENSG00000139178	7089587	7109238	C1RL	12
ENSG00000137834	66702236	66782849	SMAD6	15
ENSG00000260653	57404172	57419535	AC237221.1	7
ENSG00000249338	51409617	51410205	HMGB1P47	5
ENSG00000248891	51427996	51428427	AC091860.1	5
ENSG00000288035	51438792	51665048	AC022433.1	5
ENSG00000253349	89823548	89823802	COX6B1P6	8
ENSG00000207955	128392007	128393510	AL359091.1	9
ENSG00000251125	51451158	51462089	AC091860.2	5
ENSG00000274995	66740445	66741151	AC013564.1	15
ENSG00000284185	128392618	128392714	MIR219A2	9
ENSG00000204394	31777518	31795752	VARS1	6
ENSG00000251873	51886688	51886769	RNA5SP182	5
ENSG00000275103	89826593	89833564	AF117829.2	8
ENSG00000283335	128392621	128392708	MIR219B	9
ENSG00000249270	51930808	51932036	KATNBL1P4	5
ENSG00000270490	66808404	66810560	AC110048.1	15
ENSG00000207359	89900721	89900824	RNU6-925P	8
ENSG00000237106	77727867	77728080	FABP5P15	X
ENSG00000268149	7912648	7913518	AC010336.4	19
ENSG00000279470	51963992	51964445	AC091903.1	5
ENSG00000277152	66860303	66867023	AC110048.2	15
ENSG00000248789	52008031	52080987	LINC02118	5
ENSG00000259437	66919811	66931755	AC093334.1	15
ENSG00000244621	52282567	52282859	RPS17P11	5
ENSG00000250827	52579555	52581106	MFSD4BP1	5
ENSG00000259289	66931537	66956518	LINC02206	15
ENSG00000248898	52673186	52799956	AC022126.1	5
ENSG00000260001	7916145	7919097	TGFBR3L	19
ENSG00000266168	57405025	57405090	MIR3147	7
ENSG00000227182	57422830	57423725	VN1R28P	7
ENSG00000259347	66984103	67065268	AC087482.1	15
ENSG00000235368	57424503	57425676	SAPCD2P2	7
ENSG00000260500	7918652	7919157	AC010336.2	19
ENSG00000182111	57450177	57473559	ZNF716	7
ENSG00000145293	82430590	82461177	ENOPH1	4
ENSG00000164823	89901849	89927888	OSGIN2	8
ENSG00000270957	57485166	57485895	AC092175.1	7
ENSG00000205885	7108052	7122501	C1RL-AS1	12
ENSG00000233601	57599794	57610104	NCOR1P3	7
ENSG00000259246	67000814	67001085	HMGN2P47	15
ENSG00000243981	57628479	57645189	AC064862.6	7
ENSG00000167123	128411751	128437351	CERCAM	9
ENSG00000270749	57629285	57630151	AC064862.7	7
ENSG00000104976	7920338	7923250	SNAPC2	19
ENSG00000229627	57638725	57639112	BSNDP4	7
ENSG00000230796	57650381	57651119	AC064862.1	7
ENSG00000237639	57650521	57650854	AC064862.5	7
ENSG00000139194	7115736	7128889	RBP5	12
ENSG00000233962	57652736	57653459	AC064862.2	7
ENSG00000102158	77825747	77895593	MAGT1	X
ENSG00000236261	57652875	57653208	AC064862.4	7
ENSG00000234085	57654822	57655392	AC064862.3	7
ENSG00000227015	57770619	57770946	AC023141.4	7
ENSG00000232161	57770966	57771173	AC023141.8	7
ENSG00000230271	57772584	57773199	AC023141.5	7
ENSG00000178531	7924491	7926135	CTXN1	19
ENSG00000200906	77837289	77837395	RNU6-854P	X
ENSG00000166949	67063763	67195169	SMAD3	15
ENSG00000249242	82483170	82562357	TMEM150C	4
ENSG00000250923	57773183	57773381	AC023141.12	7
ENSG00000263410	77885377	77885634	RN7SL460P	X
ENSG00000269139	7926001	7926810	AC010336.5	19
ENSG00000224484	57776972	57777521	AC023141.2	7
ENSG00000236907	57817601	57818012	AC023141.9	7
ENSG00000200345	7118785	7118891	RNU6-485P	12
ENSG00000131174	77899440	77907376	COX7B	X
ENSG00000250618	57817996	57818197	AC023141.11	7
ENSG00000256967	7129079	7131198	AC018653.3	12
ENSG00000224653	57819819	57820627	AC023141.3	7
ENSG00000263335	15726674	15732993	AF001548.2	16
ENSG00000214988	82490823	82491635	RPL7AP26	4
ENSG00000263065	15741151	15741791	AF001548.1	16
ENSG00000223836	57820032	57820410	AC023141.1	7
ENSG00000227304	82494786	82496278	AC067942.1	4
ENSG00000280429	15790975	15792717	AF001548.3	16
ENSG00000237236	57822201	57822942	AC023141.10	7
ENSG00000249960	82571137	82571814	AC067942.3	4
ENSG00000231232	57822465	57822801	AC023141.6	7
ENSG00000248113	82580117	82581384	AC067942.2	4
ENSG00000231484	57828331	57837046	AC023141.7	7
ENSG00000104980	7926718	7943667	TIMM44	19
ENSG00000271696	57835309	57836251	AC023141.13	7
ENSG00000231782	82610974	82621610	LINC00575	4
ENSG00000233918	62275361	62275678	AC128676.1	7
ENSG00000207443	63011463	63011569	RNU6-417P	7
ENSG00000227148	63044827	63054431	AC069285.2	7
ENSG00000286490	82612184	82615575	AC067942.4	4
ENSG00000233454	63057453	63060084	AC069285.3	7
ENSG00000233782	63087070	63088261	ZNF90P3	7
ENSG00000234312	63113635	63114805	SAPCD2P4	7
ENSG00000119725	73886617	73932521	ZNF410	14
ENSG00000231523	63117501	63154934	SEPTIN14P1	7
ENSG00000145284	82629539	82798796	SCD5	4
ENSG00000201555	31778817	31778905	Y_RNA	6
ENSG00000199231	63175940	63176019	AC069285.1	7
ENSG00000237572	63209219	63211822	AC092001.1	7
ENSG00000270480	82691737	82692468	AC073413.1	4
ENSG00000207746	82753337	82753430	MIR575	4
ENSG00000226075	63233035	63234245	PHKG1P1	7
ENSG00000270842	82775461	82776101	AC073413.2	4
ENSG00000244550	63233115	63241645	AC006455.8	7
ENSG00000139182	7129698	7158945	CLSTN3	12
ENSG00000204392	31797396	31806966	LSM2	6
ENSG00000240651	63241590	63248321	SEPTIN7P4	7
ENSG00000236638	63263065	63263456	AC006455.7	7
ENSG00000185037	63291518	63304056	ZNF733P	7
ENSG00000213949	52787916	52959209	ITGA1	5
ENSG00000226587	63326674	63354326	AC006455.1	7
ENSG00000227298	63342711	63343200	ARAFP3	7
ENSG00000232165	63345840	63346732	AC006455.6	7
ENSG00000230000	63348861	63351774	AC006455.5	7
ENSG00000133393	15865719	15888625	CEP20	16
ENSG00000204390	31809619	31815283	HSPA1L	6
ENSG00000227545	63349154	63350059	AC006455.2	7
ENSG00000227923	63354033	63354365	AC006455.3	7
ENSG00000229301	63354457	63359306	AC006455.4	7
ENSG00000204389	31815543	31817946	HSPA1A	6
ENSG00000286138	7944241	7945400	AC010336.7	19
ENSG00000236284	63367427	63368156	VN1R31P	7
ENSG00000230361	63377329	63378233	VN1R32P	7
ENSG00000214655	73785606	73801797	ZSWIM8	10
ENSG00000230600	63380466	63385789	AC073188.3	7
ENSG00000206778	15877163	15877266	RNU6-213P	16
ENSG00000152684	52787916	52804044	PELO	5
ENSG00000204388	31827738	31830254	HSPA1B	6
ENSG00000165240	77910656	78050395	ATP7A	X
ENSG00000262171	15885029	15886158	AC130651.1	16
ENSG00000232817	63388808	63393657	AC073188.4	7
ENSG00000285565	31828834	31839719	AL671762.1	6
ENSG00000227305	63393745	63422053	AC073188.2	7
ENSG00000215003	15931697	15932294	RPL15P20	16
ENSG00000259202	67142734	67146939	AC012568.1	15
ENSG00000288539	52853183	52872925	AC022133.2	5
ENSG00000223889	63393749	63394109	AC073188.1	7
ENSG00000251237	52889666	52889954	B3GNTL1P1	5
ENSG00000234387	63394277	63395439	AC073188.5	7
ENSG00000241809	52903908	52904478	AC022133.1	5
ENSG00000104320	89933331	90003228	NBN	8
ENSG00000268181	63396341	63399250	AC073188.6	7
ENSG00000273186	128431598	128432006	AL359091.4	9
ENSG00000228510	128444587	128446628	AL359091.2	9
ENSG00000249899	52930606	52990278	AC025180.1	5
ENSG00000234467	63398046	63398957	SLC25A1P2	7
ENSG00000227426	63401385	63402271	VN1R33P	7
ENSG00000103222	15949138	16143257	ABCC1	16
ENSG00000224368	63404842	63405400	ARAFP2	7
ENSG00000197990	63449819	63456687	ZNF734P	7
ENSG00000230132	63480598	63480989	AC006457.1	7
ENSG00000066044	7958573	8005659	ELAVL1	19
ENSG00000102144	77910739	78129295	PGK1	X
ENSG00000164740	63495799	63502536	SEPTIN7P5	7
ENSG00000228645	63509303	63510165	PHKG1P2	7
ENSG00000214660	63556598	63562588	SLC29A4P2	7
ENSG00000269813	7959123	7960012	AC010336.6	19
ENSG00000267939	8008729	8016025	AC008946.1	19
ENSG00000258891	73896164	73938114	AC005480.1	14
ENSG00000223566	63567743	63585075	TNRC18P2	7
ENSG00000248503	77910741	77964890	AL356235.1	X
ENSG00000265214	63621090	63621169	MIR4283-2	7
ENSG00000226401	63632608	63636617	AC006015.1	7
ENSG00000270140	73905267	73905636	AC005520.3	14
ENSG00000226784	77967949	77969638	PGAM4	X
ENSG00000199472	73906316	73906427	Y_RNA	14
ENSG00000226411	63699390	63700441	AC079355.1	7
ENSG00000271466	63768257	63771047	CICP24	7
ENSG00000285770	7146482	7147817	AC018653.4	12
ENSG00000131142	8052767	8062650	CCL25	19
ENSG00000227397	63789909	63790098	AC079355.2	7
ENSG00000255572	7166674	7189069	AC018653.1	12
ENSG00000241067	16094192	16095209	RPL17P40	16
ENSG00000103591	67200667	67255195	AAGAB	15
ENSG00000236574	63843314	63843505	AC092634.5	7
ENSG00000156050	73931501	73950414	FAM161B	14
ENSG00000225451	63876341	63877350	AC092634.2	7
ENSG00000236299	63888200	63900794	AC092634.4	7
ENSG00000280238	73791218	73791490	AC022400.8	10
ENSG00000272589	73796514	73801399	ZSWIM8-AS1	10
ENSG00000187325	78129748	78139650	TAF9B	X
ENSG00000272916	73796514	73811651	AC022400.5	10
ENSG00000235720	63893286	63894641	GABPAP	7
ENSG00000242634	67232446	67232837	RPS24P16	15
ENSG00000223592	78165696	78172422	FNDC3CP	X
ENSG00000226581	63900313	63925202	LINC02848	7
ENSG00000173198	78271468	78327691	CYSLTR1	X
ENSG00000224755	78519593	78520186	HMGN1P34	X
ENSG00000235061	78554412	78554751	UBE2V1P7	X
ENSG00000166507	73801911	73811798	NDST2	10
ENSG00000104325	90001405	90053633	DECR1	8
ENSG00000226342	63908966	63910453	NMD3P1	7
ENSG00000179300	78656068	78659328	RTL3	X
ENSG00000227910	63924787	63926306	AC092634.3	7
ENSG00000271433	78699384	78699891	PPATP2	X
ENSG00000103599	67254786	67502260	IQCH	15
ENSG00000287588	63925832	63930920	AC092634.8	7
ENSG00000213645	63931141	63931968	SLC25A1P3	7
ENSG00000204387	31834608	31839766	SNHG32	6
ENSG00000233173	63934449	63935331	VN1R34P	7
ENSG00000147145	78747709	78757094	LPAR4	X
ENSG00000231264	63937905	63938509	ARAFP1	7
ENSG00000284534	63959844	63981477	AC092634.7	7
ENSG00000228660	63963431	63964123	VN1R35P	7
ENSG00000230639	63965834	63966124	VN1R36P	7
ENSG00000176232	63980385	63981477	AC092634.1	7
ENSG00000278577	63993904	63994006	AC092634.6	7
ENSG00000227645	78763226	78763899	RPL7P54	X
ENSG00000241149	63998874	64016130	ZNF722P	7
ENSG00000283622	78901194	78901249	MIR4328	X
ENSG00000136811	128455186	128501292	ODF2	9
ENSG00000228564	64024409	64030105	LINC01005	7
ENSG00000078589	78945332	78963727	P2RY10	X
ENSG00000201823	31835263	31835326	SNORD48	6
ENSG00000201754	31837076	31837142	SNORD52	6
ENSG00000286397	64035644	64037958	AC115220.2	7
ENSG00000232168	79084936	79085848	P2RY10BP	X
ENSG00000285544	64045429	64114556	AC115220.1	7
ENSG00000147138	79144688	79175318	GPR174	X
ENSG00000271005	79177200	79177668	CTHRC1P1	X
ENSG00000204386	31857659	31862905	NEU1	6
ENSG00000214652	64045434	64085339	ZNF727	7
ENSG00000223558	64085560	64086576	TRIM60P17	7
ENSG00000225025	79323446	79325217	KIF4CP	X
ENSG00000224458	64100305	64150721	GUSBP6	7
ENSG00000248704	64104093	64105295	MTND4P2	7
ENSG00000248315	64105292	64105576	MTND4LP2	7
ENSG00000230052	64105654	64105995	MTND3P2	7
ENSG00000233385	64106065	64106819	MTCO3P8	7
ENSG00000227035	64106822	64107572	MTATP6P18	7
ENSG00000234234	64107829	64108486	MTCO2P8	7
ENSG00000234700	64108625	64110147	MTCO1P8	7
ENSG00000230252	64110547	64111550	MTND2P4	7
ENSG00000078596	79360384	79367667	ITM2A	X
ENSG00000235646	64111752	64112572	MTND1P2	7
ENSG00000229881	64140495	64150058	AC091685.1	7
ENSG00000236976	64141538	64142401	AC091685.2	7
ENSG00000213643	64149685	64150432	VN1R37P	7
ENSG00000270268	79369364	79370165	CORO1CP1	X
ENSG00000235227	64180006	64180892	VN1R38P	7
ENSG00000213644	64181710	64182893	SAPCD2P1	7
ENSG00000223614	64207090	64220508	ZNF735	7
ENSG00000122145	80014753	80031774	TBX22	X
ENSG00000197123	64228474	64266931	ZNF679	7
ENSG00000287699	64294516	64300818	AC073270.1	7
ENSG00000259673	67290636	67521844	IQCH-AS1	15
ENSG00000234444	64307459	64356634	ZNF736	7
ENSG00000119723	73949926	73963670	COQ6	14
ENSG00000189227	67521131	67530146	C15orf61	15
ENSG00000091262	16149565	16223522	ABCC6	16
ENSG00000227986	64355078	64356199	TRIM60P18	7
ENSG00000104327	90058608	90095475	CALB1	8
ENSG00000278530	80228489	80335364	CHMP1B2P	X
ENSG00000287985	64369241	64375584	AC073270.2	7
ENSG00000270964	67541072	67542604	AC016355.1	15
ENSG00000276650	64425623	64426334	AC022202.1	7
ENSG00000174016	80335504	80445311	TENT5D	X
ENSG00000232727	64433830	64434592	YWHAEP1	7
ENSG00000230247	80529037	80530027	HNRNPH3P1	X
ENSG00000223845	64443802	64444742	VN1R40P	7
ENSG00000228051	80560146	80562054	WBP11P3	X
ENSG00000228014	64469185	64470653	ZNF680P1	7
ENSG00000228612	80571871	80574607	HK2P1	X
ENSG00000228653	64500825	64501729	HNRNPCP7	7
ENSG00000139197	7188685	7218574	PEX5	12
ENSG00000164171	52989340	53094779	ITGA2	5
ENSG00000173041	64519878	64563075	ZNF680	7
ENSG00000262332	16223027	16224261	AC136624.1	16
ENSG00000223974	64551498	64552066	BNIP3P42	7
ENSG00000235349	64566814	64567443	AC016769.3	7
ENSG00000213642	64569428	64570437	AC016769.1	7
ENSG00000224669	64582733	64583207	AC016769.2	7
ENSG00000276475	64590599	64591133	AC016769.4	7
ENSG00000286456	64612535	64614834	AC016769.5	7
ENSG00000287317	64651655	64655836	AC016769.6	7
ENSG00000165288	80669503	80809877	BRWD3	X
ENSG00000204385	31863192	31879046	SLC44A4	6
ENSG00000225715	80709928	80710705	PSMA1P1	X
ENSG00000254180	90198389	90620077	AC004083.1	8
ENSG00000239008	80857076	80857202	AL590031.1	X
ENSG00000212623	80900757	80900864	RNU6-493P	X
ENSG00000196247	64666083	64711582	ZNF107	7
ENSG00000073905	80929500	80930347	VDAC1P1	X
ENSG00000212546	80936434	80936540	RNU6-995P	X
ENSG00000237080	31877808	31884204	EHMT2-AS1	6
ENSG00000284618	81000150	81004217	AL391294.1	X
ENSG00000253394	90221341	90687863	LINC00534	8
ENSG00000271550	64678954	64687393	BNIP3P11	7
ENSG00000275667	64679064	64679176	MIR6839	7
ENSG00000224172	64735933	64736743	AC091799.1	7
ENSG00000277206	64768156	64769101	AC073349.3	7
ENSG00000197008	64794388	64833681	ZNF138	7
ENSG00000198157	81113699	81201913	HMGN5	X
ENSG00000199354	90511128	90511240	RNA5SP273	8
ENSG00000138674	82818509	82901166	SEC31A	4
ENSG00000286048	53024924	53035884	AC008966.3	5
ENSG00000253799	90592804	90606065	LINC01030	8
ENSG00000204371	31879759	31897687	EHMT2	6
ENSG00000272123	53089016	53089468	AC008966.2	5
ENSG00000287580	64801958	64804117	AC073349.4	7
ENSG00000234338	64835280	64836882	AC073349.2	7
ENSG00000180694	90621995	90791632	TMEM64	8
ENSG00000182722	64852397	64853354	SEPHS1P1	7
ENSG00000213640	64862999	64864370	EEF1DP4	7
ENSG00000131171	81202102	81298547	SH3BGRL	X
ENSG00000287869	64867427	64870076	AC073349.5	7
ENSG00000187097	73958010	74019399	ENTPD5	14
ENSG00000198039	64870172	64930966	ZNF273	7
ENSG00000246792	90646420	90670929	AC106038.1	8
ENSG00000231875	81363268	81364170	AL359885.1	X
ENSG00000224523	81408938	81427276	AL445213.1	X
ENSG00000288059	81475532	81498083	AL445213.2	X
ENSG00000233446	81600072	81601306	PDK1P2	X
ENSG00000254182	90701082	90701876	AC106038.2	8
ENSG00000206826	82001220	82001327	RNU6-974P	X
ENSG00000279461	74003396	74003470	AC005480.2	14
ENSG00000228041	82497669	82497924	EIF3JP1	X
ENSG00000213653	82506434	82506812	RPL22P22	X
ENSG00000148660	73812501	73874591	CAMK2G	10
